,Year,Term,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total
260,2010,0,FSHN,120,Contemporary Nutrition,0,472,0,0,173,0,0,54,0,0,14,0,7,1,721
261,2010,0,FSHN,260,Raw Materials for Processing,4,8,10,8,7,0,0,0,0,0,0,0,0,0,37
262,2010,0,FSHN,329,Communication in Nutrition,5,7,4,5,2,0,1,0,0,0,0,0,0,0,24
263,2010,0,FSHN,418,Food Analysis,0,11,0,2,14,0,0,1,0,0,1,0,0,0,29
264,2010,0,FSHN,427,Biochemical Nutrition II,0,21,9,0,21,5,0,5,0,0,0,0,0,0,61
265,2010,0,FSHN,471,Food & Industrial Microbiology,3,35,12,10,23,5,4,4,3,1,1,0,0,0,101
266,2010,0,GE,161,Business Side of Engineering,0,28,0,0,19,0,0,3,0,0,0,0,0,0,50
267,2010,0,GE,311,Engineering Design Analysis,0,17,5,5,28,11,0,11,0,0,3,1,0,0,81
268,2010,0,GE,312,Instrumentation and Test Lab,4,25,2,14,14,0,11,8,0,0,0,0,2,1,81
269,2010,0,GE,320,Control Systems,1,15,0,3,14,0,0,6,0,1,1,1,1,0,43
270,2010,0,GE,400,Engineering Law,17,5,10,25,16,4,2,4,1,0,2,0,1,1,88
271,2010,0,GE,423,Mechatronics,1,21,5,2,1,1,0,1,0,0,0,0,0,0,32
272,2010,0,GE,424,State Space Design for Control,15,20,16,12,6,6,1,1,2,1,0,0,0,0,80
273,2010,0,GE,495,Senior Engineering Project II,17,40,4,2,0,0,0,0,0,0,0,0,0,0,63
274,2010,0,GEOG,103,Earth's Physical Systems,1,13,6,21,21,8,7,2,2,0,0,0,5,0,86
275,2010,0,GEOG,379,Introduction to GIS,1,9,2,6,10,4,3,6,2,0,2,0,0,0,45
276,2010,0,GEOL,118,Natural Disasters,28,45,43,65,34,22,20,14,10,8,0,0,1,0,290
277,2010,0,GEOL,440,Sedimentology and Stratigraphy,2,3,5,7,4,3,0,0,1,0,1,0,0,0,26
278,2010,0,GEOL,497,"Water Planet, Water Crisis",0,14,6,4,3,3,0,0,0,0,0,0,0,0,30
279,2010,0,GER,102,Beginning German II,3,18,14,12,5,5,2,1,2,2,0,0,1,1,66
280,2010,0,GLBL,100,Intro to Global Studies,2,14,6,12,7,3,0,1,2,1,0,0,3,0,51
281,2010,0,GWS,100,Intro Gender & Women's Studies,0,80,35,21,17,11,5,7,1,0,1,1,7,2,188
282,2010,0,GWS,380,Black Women Hist & Cultures,0,0,3,1,0,4,0,6,7,0,1,1,0,0,23
283,2010,0,HDFS,105,Intro to Human Development,114,59,31,15,12,5,1,0,4,0,0,0,1,0,242
284,2010,0,HDFS,120,Intro to Family Studies,3,28,32,20,9,4,0,0,0,0,0,0,0,1,97
285,2010,0,HDFS,206,Early Childhood Curriculum Dev,0,20,0,2,1,0,0,0,0,0,0,0,0,0,23
286,2010,0,HDFS,220,Families in Global Perspective,12,23,17,15,9,3,4,3,0,1,1,0,2,0,90
287,2010,0,HDFS,290,Intro to Research Methods,1,6,11,9,3,1,1,0,0,0,0,0,0,0,32
288,2010,0,HDFS,305,Middle Childhood,12,22,0,4,4,0,1,2,0,0,0,0,0,0,45
289,2010,0,HDFS,405,Adolescent Development,5,17,12,4,3,1,0,1,0,0,0,0,1,0,44
290,2010,0,HDFS,426,Family Conflict Management,2,8,5,10,8,2,2,1,2,2,1,0,0,0,43
291,2010,0,HIST,100,Global History,4,42,16,13,28,8,6,11,1,2,5,0,3,1,140
292,2010,0,HIST,120,East Asian Civilizations,13,91,40,29,24,21,7,9,13,2,0,0,3,0,252
293,2010,0,HIST,263,US History of Medicine,0,6,12,8,13,6,0,6,0,0,1,0,0,0,52
294,2010,0,HIST,279,Mexican-American History,1,7,16,11,8,3,2,2,0,0,0,0,0,0,50
295,2010,0,HIST,283,Asian American History,0,8,10,7,6,1,1,0,0,0,1,0,0,0,34
296,2010,0,HORT,100,Introduction to Horticulture,2,84,12,6,36,3,0,11,0,0,3,0,0,0,157
297,2010,0,HORT,105,Vegetable Gardening,36,67,23,18,19,9,2,8,2,1,1,0,1,1,188
298,2010,0,HORT,180,Medicinal Plants and Herbology,6,45,18,7,13,4,0,3,1,0,0,0,0,0,97
299,2010,0,HRE,415,Diversity in the Workplace,0,17,1,3,1,0,3,0,0,0,0,0,0,0,25
300,2010,0,HRE,472,Learning Technologies,17,22,2,0,1,0,0,0,0,0,0,0,1,0,43
301,2010,0,IB,103,Introduction to Plant Biology,4,10,4,10,25,13,13,14,6,4,3,0,3,0,109
302,2010,0,IB,150,Organismal & Evolutionary Biol,30,66,25,23,40,10,8,5,2,2,0,0,3,0,214
303,2010,0,IB,151,Organismal & Evol Biol Lab,0,27,7,8,2,0,0,0,0,0,0,0,0,0,44
304,2010,0,IB,302,Evolution,3,12,24,23,25,7,9,7,6,2,4,0,1,1,124
305,2010,0,IB,420,Plant Physiology,1,10,0,6,6,0,0,0,0,0,0,0,0,0,23
306,2010,0,IB,429,Animal Behavior,3,30,22,18,32,15,10,19,7,6,6,4,5,2,179
307,2010,0,IB,432,Genes and Behavior,6,16,3,3,1,3,0,0,0,0,1,0,0,0,33
308,2010,0,IB,464,Herpetology,0,1,3,2,10,0,4,1,1,1,2,0,0,2,27
309,2010,0,IE,300,Analysis of Data,2,18,21,18,9,13,13,8,13,2,2,2,1,1,123
310,2010,0,IE,330,Industrial Quality Control,3,14,5,4,7,0,1,3,2,0,2,0,0,0,41
311,2010,0,IE,361,Production Planning & Control,6,5,3,6,4,9,2,4,1,2,0,0,2,0,44
312,2010,0,IS,310,Computing in the Humanities,0,4,3,5,9,0,0,0,0,0,1,0,1,0,23
313,2010,0,IS,502,Libraries Info and Society,0,33,11,2,2,0,0,0,0,0,0,0,0,0,48
314,2010,0,IS,504,Reference and Info Services,0,39,10,0,1,0,0,0,0,0,1,0,0,0,51
315,2010,0,JOUR,250,Journalism Ethics & Diversity,0,27,26,14,2,1,0,0,0,0,0,0,0,0,70
316,2010,0,JOUR,405,History of American Journalism,2,5,6,1,6,7,0,6,1,1,3,0,0,1,39
317,2010,0,KIN,104,Skating Activities,50,392,32,9,5,0,1,7,0,1,1,0,12,5,515
318,2010,0,KIN,122,Physical Activity and Health,12,82,19,10,36,10,9,9,1,2,2,0,1,0,193
319,2010,0,KIN,140,Social Sci of Human Movement,0,20,41,24,24,14,7,10,3,4,0,0,2,0,149
320,2010,0,KIN,142,Contemporary Issues in Sport,3,23,26,8,1,6,4,0,3,0,1,1,0,0,76
321,2010,0,KIN,150,Bioscience of Human Movement,0,59,0,0,41,0,0,14,0,0,5,0,2,0,121
322,2010,0,KIN,199,Undergraduate Open Seminar,0,47,10,0,9,1,0,0,0,0,0,0,0,0,67
323,2010,0,KIN,240,Soc & Psych of Phys Activity,0,44,22,8,6,6,0,0,1,0,0,2,1,0,90
324,2010,0,KIN,247,Intro to Sport Psychology,0,54,0,0,23,0,0,13,0,0,1,0,0,0,91
325,2010,0,KIN,249,Sport & Modern Society,0,23,0,0,29,0,0,6,0,0,2,0,4,0,64
326,2010,0,KIN,262,"Motor Develop, Growth & Form",1,39,36,16,17,8,2,2,0,0,2,0,0,0,123
327,2010,0,KIN,268,Children's Movement,46,28,6,1,0,0,0,0,0,0,0,0,0,0,81
328,2010,0,KIN,352,Bioenergetics of Movement,0,17,0,0,39,0,0,24,0,0,7,0,1,0,88
329,2010,0,KIN,355,Biomechanics of Human Movement,0,9,10,25,20,11,8,4,3,1,1,0,0,0,92
330,2010,0,KIN,443,Psychophysiology in Ex & Sport,0,73,0,8,5,0,1,0,0,0,0,0,0,0,87
331,2010,0,LA,281,Design Communications II,0,5,9,6,6,3,1,0,0,0,0,0,0,0,30
332,2010,0,LA,314,History of World Landscapes,0,4,8,5,11,5,1,15,2,0,3,0,1,1,56
333,2010,0,LA,343,Landscape Construction,0,1,3,6,14,4,3,0,0,0,0,0,0,0,31
334,2010,0,LAS,199,Undergraduate Open Seminar,0,7,6,1,8,1,4,4,1,0,2,1,0,0,35
335,2010,0,LAW,602,Property,1,19,25,47,40,19,10,2,1,0,1,0,2,1,168
336,2010,0,LAW,607,Civil Procedure,3,23,30,71,68,25,2,2,2,0,0,0,0,1,227
337,2010,0,LAW,670,Elder Law,2,6,8,3,3,1,0,0,0,0,0,0,0,0,23
338,2010,0,LAW,679,Criminal Proc: Adjudication,1,14,18,47,26,4,0,0,0,0,0,0,0,0,110
339,2010,0,LAW,680,Professional Responsibility,1,19,30,18,15,9,10,1,0,1,0,0,0,1,105
340,2010,0,LAW,682,Evidence,1,13,16,17,11,13,1,1,0,0,0,0,0,0,73
341,2010,0,LAW,686,Remedies,4,7,4,10,6,9,1,0,0,0,0,0,0,0,41
342,2010,0,LER,100,Introduction to Labor Studies,31,146,79,38,84,36,22,41,20,9,11,5,38,5,565
343,2010,0,LER,543,Workplace Dispute Resolution,8,18,7,3,1,0,1,0,0,1,0,0,0,0,39
344,2010,0,LER,562,HR Planning and Staffing,0,23,0,0,7,0,0,0,0,0,0,0,0,0,30
345,2010,0,LER,591,Employment Relations Systems,0,22,1,0,1,0,0,0,0,0,0,0,0,0,24
346,2010,0,LING,100,Intro to Language Science,19,19,13,14,6,3,1,1,1,1,0,0,0,0,78
347,2010,0,LING,111,Language in Globalization,31,15,2,2,1,1,0,0,0,1,0,0,2,1,56
348,2010,0,LING,270,"Language, Technology & Society",9,3,4,5,2,3,0,2,0,1,1,0,1,0,31
349,2010,0,LING,301,Elements of Syntax,4,4,2,6,2,2,2,1,1,1,0,0,0,0,25
350,2010,0,LING,302,Elements of Phonology,1,4,4,2,5,1,1,4,0,0,0,0,0,1,23
351,2010,0,LLS,100,Intro Latina/Latino Studies,4,5,3,0,1,1,1,4,2,0,0,0,0,0,21
352,2010,0,MATH,103,Theory of Arithmetic,4,13,15,19,8,6,5,4,5,0,1,1,2,0,83
353,2010,0,MATH,115,Preparation for Calculus,0,5,2,5,14,5,12,15,0,2,12,2,13,0,87
354,2010,0,MATH,119,Ideas in Geometry,0,3,4,7,11,4,1,2,0,0,0,0,0,0,32
355,2010,0,MATH,124,Finite Mathematics,0,3,1,3,0,3,2,1,6,0,1,1,0,0,21
356,2010,0,MATH,181,A Mathematical World,6,26,11,15,17,10,8,8,9,2,5,4,4,2,127
357,2010,0,MATH,199,Undergraduate Open Seminar,0,35,1,0,1,0,0,0,0,0,0,0,0,0,37
358,2010,0,MATH,210,Theory of Interest,7,13,8,13,9,10,4,6,1,1,2,1,1,0,76
359,2010,0,MATH,213,Basic Discrete Mathematics,0,10,6,2,8,9,5,4,1,0,1,2,1,1,50
360,2010,0,MATH,220,Calculus,7,78,25,28,91,24,21,64,10,12,22,2,24,5,413
361,2010,0,MATH,225,Introductory Matrix Theory,21,80,64,32,57,49,27,49,17,2,14,1,18,4,435
362,2010,0,MATH,231,Calculus II,51,122,105,94,139,93,86,93,75,60,29,16,52,13,1028
363,2010,0,MATH,234,Calculus for Business I,14,48,38,26,35,28,16,22,15,12,9,5,24,3,295
364,2010,0,MATH,241,Calculus III,14,80,40,63,156,52,73,116,28,33,50,12,42,11,770
365,2010,0,MATH,285,Intro Differential Equations,36,117,61,50,102,41,23,58,29,11,28,8,20,1,585
366,2010,0,MATH,347,Fundamental Mathematics,6,13,5,12,12,6,4,10,5,2,2,1,0,3,81
367,2010,0,MATH,402,Non Euclidean Geometry,0,6,13,8,5,2,1,0,0,0,0,0,0,0,35
368,2010,0,MATH,410,Lin Algebra & Financial Apps,4,39,0,0,20,0,0,4,0,0,1,0,1,1,70
369,2010,0,MATH,412,Graph Theory,4,6,2,4,2,1,1,0,0,0,0,1,0,0,21
370,2010,0,MATH,413,Intro to Combinatorics,10,7,6,0,4,4,0,0,1,0,0,0,0,0,32
371,2010,0,MATH,415,Applied Linear Algebra,10,90,53,42,98,30,20,54,7,4,18,1,18,4,449
372,2010,0,MATH,416,Abstract Linear Algebra,2,4,2,2,5,3,1,3,2,0,2,1,0,0,27
373,2010,0,MATH,441,Differential Equations,12,8,3,6,13,2,1,12,1,1,0,0,5,1,65
374,2010,0,MATH,442,Intro Partial Diff Equations,4,10,0,0,14,0,0,4,0,0,3,0,0,0,35
375,2010,0,MATH,444,Elementary Real Analysis,2,16,3,0,12,2,2,12,0,3,2,1,0,1,56
376,2010,0,MATH,446,Applied Complex Variables,0,3,4,5,3,3,2,6,3,0,1,2,0,0,32
377,2010,0,MATH,447,Real Variables,14,8,3,0,3,1,0,1,3,0,0,1,0,0,34
378,2010,0,MATH,448,Complex Variables,0,8,2,4,6,2,0,0,0,0,0,0,0,0,22
379,2010,0,MATH,461,Probability Theory,9,27,20,10,26,22,3,16,7,0,7,4,4,0,155
380,2010,0,MATH,482,Linear Programming,0,10,2,3,2,4,1,0,0,0,1,0,0,1,24
381,2010,0,MBA,504,Global Strategy,27,28,13,14,12,6,2,0,0,0,0,0,0,0,102
382,2010,0,MBA,505,Project Management,0,31,20,20,17,1,0,0,0,0,0,0,0,0,89
383,2010,0,MCB,100,Introductory Microbiology,8,56,9,3,70,0,3,38,1,0,20,2,15,1,226
384,2010,0,MCB,101,Intro Microbiology Laboratory,1,66,16,5,37,2,0,7,1,0,1,0,0,0,136
385,2010,0,MCB,150,Molec & Cellular Basis of Life,19,50,72,70,63,54,48,39,24,14,6,5,15,3,482
386,2010,0,MCB,151,Molec & Cellular Laboratory,4,16,18,20,20,6,2,0,0,0,1,0,0,0,87
387,2010,0,MCB,199,Undergraduate Open Seminar,22,1,0,0,1,0,1,0,0,0,0,0,0,1,26
388,2010,0,MCB,240,Physiology,7,25,22,14,37,23,21,16,10,9,5,4,4,1,198
389,2010,0,MCB,251,Exp Techniqs in Molecular Biol,6,3,5,2,4,0,1,1,0,0,0,0,0,0,22
390,2010,0,MCB,252,"Cells, Tissues & Development",16,43,32,27,24,14,9,4,3,3,1,0,1,1,178
391,2010,0,MCB,253,Exp Techniqs in Cellular Biol,20,47,42,29,16,3,1,1,0,0,0,0,0,1,160
392,2010,0,MCB,300,Microbiology,8,42,0,30,60,0,23,26,0,7,11,0,0,0,207
393,2010,0,MCB,301,Experimental Microbiology,1,9,28,25,30,6,15,7,3,5,1,0,0,0,130
394,2010,0,MCB,354,Biochem & Phys Basis of Life,0,2,4,2,3,3,1,2,0,2,0,0,2,0,21
395,2010,0,MCB,402,Sys & Integrative Physiology,2,3,7,7,12,12,5,7,5,5,3,2,1,0,71
396,2010,0,MCB,424,Microbial Biochemistry,0,11,5,2,3,0,2,0,0,0,0,0,0,0,23
397,2010,0,MCB,450,Introductory Biochemistry,5,63,6,17,91,16,5,34,3,2,3,0,1,1,247
398,2010,0,ME,170,Computer-Aided Design,9,34,17,8,8,1,0,0,0,0,0,1,0,1,79
399,2010,0,ME,199,Undergraduate Open Seminar,1,20,2,2,4,0,0,2,0,0,0,0,0,0,31
400,2010,0,ME,300,Thermodynamics,7,34,14,18,31,28,17,29,14,4,6,7,16,6,231
401,2010,0,ME,320,Heat Transfer,6,16,14,9,33,6,1,4,2,0,1,0,1,0,93
402,2010,0,ME,330,Engineering Materials,4,17,8,10,23,4,2,7,1,0,1,0,0,0,77
403,2010,0,ME,340,Dynamics of Mechanical Systems,4,11,8,8,13,3,8,4,1,0,0,0,0,0,60
404,2010,0,ME,350,Design for Manufacturability,2,34,8,14,32,8,8,12,4,1,0,0,1,0,124
405,2010,0,ME,360,Signal Processing,1,27,8,5,38,3,0,9,0,0,5,1,1,1,99
406,2010,0,ME,370,Mechanical Design I,2,14,28,21,16,13,6,5,7,0,0,2,0,0,114
407,2010,0,ME,371,Mechanical Design II,4,22,29,11,6,4,0,0,0,0,0,0,0,0,76
408,2010,0,ME,470,Senior Design Project,5,35,25,8,4,0,1,0,0,0,0,0,0,0,78
409,2010,0,ME,471,Finite Element Analysis,6,8,10,3,7,0,3,2,2,0,3,0,4,0,48
410,2010,0,ME,487,MEMS-NEMS Theory & Fabrication,0,12,3,5,5,2,1,1,0,0,0,0,0,0,29
411,2010,0,ME,501,Combustion Fundamentals,1,7,5,3,6,7,1,1,0,0,0,0,0,0,31
412,2010,0,MS,100,Intro to Popular TV & Movies,3,13,26,36,33,21,18,5,9,4,1,0,1,0,170
413,2010,0,MS,101,Intro to the Media,12,71,37,11,2,3,0,2,1,1,0,0,1,0,141
414,2010,0,MS,320,Popular Culture,8,28,7,2,12,4,0,2,1,2,1,0,1,0,68
415,2010,0,MS,351,Social Aspects of Media,0,5,8,12,12,7,4,0,0,0,0,0,0,0,48
416,2010,0,MS,356,Sex & Gender in Popular Media,0,15,17,15,17,4,3,1,1,2,1,0,0,1,77
417,2010,0,MS,391,Special Topics,4,28,4,0,1,0,0,0,0,0,0,0,0,0,37
418,2010,0,MSE,206,Mechanics for MatSE,5,6,15,0,15,15,6,5,4,0,6,0,3,1,81
419,2010,0,MSE,280,Engineering Materials,9,19,5,14,28,19,15,12,2,8,4,0,3,4,142
420,2010,0,MSE,304,Electronic Properties of Matls,4,8,3,2,13,3,0,13,2,0,1,0,3,0,52
421,2010,0,MSE,308,Materials Laboratory II,1,18,4,20,13,4,2,2,0,0,0,0,0,0,64
422,2010,0,MSE,395,Materials Design,0,60,1,1,1,2,0,0,0,0,0,0,0,0,65
423,2010,0,MSE,402,Kinetic Processes in Materials,16,13,4,13,10,7,6,0,3,2,1,1,0,0,76
424,2010,0,MSE,405,Microstructure Determination,2,11,10,9,14,3,0,2,0,0,1,0,0,0,52
425,2010,0,MSE,441,Metals Processing,2,4,5,1,1,7,6,2,2,0,0,0,0,0,30
426,2010,0,MSE,450,Polymer Science & Engineering,5,6,4,11,11,5,5,0,0,0,0,0,0,0,47
427,2010,0,MSE,474,Biomaterials and Nanomedicine,1,14,15,6,4,2,0,0,0,0,0,0,0,0,42
428,2010,0,MUS,133,Introduction to World Music,9,111,47,34,63,29,21,25,8,3,9,3,14,4,380
429,2010,0,MUS,199,Undergraduate Open Seminar,7,13,5,4,2,1,0,0,0,0,0,0,0,0,32
430,2010,0,MUS,202,Music Theory and Practice IV,4,19,15,18,6,14,3,9,4,0,3,1,3,2,101
431,2010,0,MUS,240,Orientation Mus Tchg Lrng K-HS,7,13,5,3,2,2,0,0,0,0,0,0,0,0,32
432,2010,0,MUS,263,Men's Glee Club,0,37,1,2,0,0,0,0,0,0,0,0,0,0,40
433,2010,0,MUS,314,The History of Music II,9,8,10,13,12,6,5,9,7,5,3,1,3,0,91
434,2010,0,NPRE,101,Introduction to Energy Sources,0,28,16,13,20,24,8,5,2,0,0,0,1,3,120
435,2010,0,NPRE,199,Undergraduate Open Seminar,0,59,1,3,3,0,0,3,0,0,0,0,0,2,71
436,2010,0,NPRE,247,Modeling Nuclear Energy System,0,8,10,4,11,1,3,1,0,3,0,0,0,0,41
437,2010,0,NPRE,402,Nuclear Power Engineering,2,16,13,19,25,26,12,3,3,0,2,0,0,0,121
438,2010,0,NPRE,441,Radiation Protection,3,15,8,0,0,0,0,1,0,0,0,0,0,0,27
439,2010,0,NPRE,455,Neutron Diffusion & Transport,0,13,4,4,5,1,8,3,1,0,3,0,0,2,44
440,2010,0,NPRE,475,Wind Power Systems,10,23,4,10,1,1,3,0,0,0,0,0,0,0,52
441,2010,0,NPRE,480,Energy and Security,3,6,17,4,7,6,0,1,0,0,1,0,0,0,45
442,2010,0,NRES,100,Fundamentals of Env Sci,0,30,13,15,24,4,4,3,0,3,1,1,0,0,98
443,2010,0,NRES,201,Introductory Soils,9,21,7,10,17,5,1,5,1,0,1,0,2,0,79
444,2010,0,NRES,287,Environment and Society,10,34,13,8,17,8,6,5,1,0,1,0,1,0,104
445,2010,0,NRES,421,Quantitative Methods in NRES,1,4,0,6,15,0,1,9,4,1,2,0,3,0,46
446,2010,0,NRES,429,Aquatic Ecosystem Conservation,0,3,6,5,5,3,2,0,0,0,0,0,0,0,24
447,2010,0,NRES,456,Integrative Ecosystem Mgmt,8,8,6,11,14,4,2,3,0,1,0,0,2,0,59
448,2010,0,NRES,474,Soil and Water Conservation,0,1,2,2,11,1,2,4,0,0,0,0,0,0,23
449,2010,0,PHIL,102,Logic and Reasoning,4,51,36,36,44,17,11,8,2,2,2,0,5,2,220
450,2010,0,PHIL,103,Logic and Reasoning QR II,0,38,0,0,17,0,0,7,0,0,2,0,3,0,67
451,2010,0,PHIL,107,Intro to Political Philosophy,4,5,4,2,3,5,1,2,0,0,0,0,0,0,26
452,2010,0,PHIL,202,Symbolic Logic,1,18,2,4,4,6,1,1,0,0,0,0,2,0,39
453,2010,0,PHIL,203,Ancient Philosophy,1,6,16,9,8,12,7,6,5,2,0,0,0,2,74
454,2010,0,PHIL,206,Early Modern Philosophy,1,10,16,14,19,12,2,2,1,0,0,0,1,0,78
455,2010,0,PHIL,425,Philosophy of Mind,3,10,2,0,4,0,1,0,1,0,0,0,0,0,21
456,2010,0,PHYS,101,College Physics: Mech & Heat,31,50,26,36,23,52,33,62,37,16,7,24,7,2,406
457,2010,0,PHYS,102,College Physics: E&M & Modern,26,54,29,44,37,56,40,30,26,15,9,13,1,3,383
458,2010,0,PHYS,211,University Physics: Mechanics,140,152,112,106,122,78,91,95,51,36,39,28,19,17,1086
459,2010,0,PHYS,212,University Physics: Elec & Mag,75,94,61,66,55,62,58,50,52,21,10,21,9,8,642
460,2010,0,PHYS,213,Univ Physics: Thermal Physics,45,41,50,53,71,61,81,48,49,33,14,13,23,5,587
461,2010,0,PHYS,214,Univ Physics: Quantum Physics,34,73,72,94,100,93,89,60,44,31,12,7,11,23,743
462,2010,0,PHYS,225,Relativity & Math Applications,7,8,2,5,6,4,3,0,0,4,1,2,2,0,44
463,2010,0,PHYS,280,Nuclear Weapons & Arms Control,3,8,17,12,19,12,5,0,1,0,0,0,1,0,78
464,2010,0,PHYS,401,Classical Physics Lab,0,8,9,4,2,2,0,2,0,0,0,0,1,1,29
465,2010,0,PHYS,427,Thermal & Statistical Physics,12,22,10,4,0,1,0,1,0,0,0,0,0,0,50
466,2010,0,PHYS,435,Electromagnetic Fields I,4,6,5,6,6,2,2,5,0,3,1,0,2,1,43
467,2010,0,PHYS,436,Electromagnetic Fields II,0,14,0,3,11,0,0,1,0,0,0,0,0,0,29
468,2010,0,PHYS,470,Subatomic Physics,8,12,8,2,1,4,0,0,0,0,0,1,0,0,36
469,2010,0,PHYS,486,Quantum Physics I,2,7,4,3,13,4,3,5,3,0,3,0,0,0,47
470,2010,0,PHYS,487,Quantum Physics II,0,13,7,2,9,6,0,4,3,0,0,0,0,0,44
471,2010,0,PLPA,200,"Plants, Pathogens, and People",0,33,0,0,30,0,0,11,0,0,0,0,0,0,74
472,2010,0,PS,100,Intro to Political Science,6,39,52,38,49,22,19,15,10,3,5,2,2,0,262
473,2010,0,PS,101,Intro to US Gov & Pol,0,45,37,56,37,23,16,10,7,1,6,0,4,3,245
474,2010,0,PS,220,Intro to Public Policy,0,3,6,9,10,7,3,20,10,0,10,0,4,0,82
475,2010,0,PS,241,Comp Politics in Dev Nations,2,21,37,29,47,13,9,5,2,1,0,0,5,1,172
476,2010,0,PS,270,Intro to Political Theory,0,9,14,20,27,15,11,7,3,0,1,1,3,2,113
477,2010,0,PS,280,Intro to Intl Relations,2,26,26,36,35,24,13,13,8,9,7,5,9,2,215
478,2010,0,PS,302,The US Constitution II,12,16,17,4,21,10,5,3,1,1,2,0,1,1,94
479,2010,0,PSYC,100,Intro Psych,50,183,87,145,273,127,87,192,30,22,32,10,44,4,1286
480,2010,0,PSYC,201,Intro to Social Psych,103,64,35,29,21,9,8,6,2,3,0,2,0,2,284
481,2010,0,PSYC,216,Child Psych,3,132,9,2,146,0,0,65,0,0,17,0,4,2,380
482,2010,0,PSYC,224,Cognitive Psych,35,40,38,32,27,30,18,14,8,8,4,0,1,1,256
483,2010,0,PSYC,230,Perception & Sensory Processes,0,83,0,0,42,0,0,14,0,0,7,0,6,0,152
484,2010,0,PSYC,235,Intro to Statistics,3,6,2,7,10,4,5,5,2,1,0,1,3,2,51
485,2010,0,PSYC,239,Community Psych,2,33,8,8,1,7,1,3,1,0,0,0,1,0,65
486,2010,0,PSYC,245,Industrial Org Psych,4,106,5,1,4,2,0,0,0,0,0,0,1,0,123
487,2010,0,PSYC,248,Learning and Memory,1,28,36,21,35,13,6,8,0,0,0,3,1,0,152
488,2010,0,PSYC,250,Psych of Personality,18,34,34,29,36,19,15,14,11,3,1,0,3,0,217
489,2010,0,PSYC,318,Psych of the Infant,0,29,0,0,29,0,0,10,0,0,0,0,2,2,72
490,2010,0,PSYC,331,Cognitive Psych Lab,2,4,6,3,5,8,4,0,0,0,1,2,1,2,38
491,2010,0,PSYC,358,Human Factors,9,45,3,3,9,1,0,1,1,0,1,0,2,0,75
492,2010,0,PSYC,407,Statistical Methods II,9,23,1,0,3,1,0,0,0,0,0,0,0,0,37
493,2010,0,PSYC,427,Language and the Brain,0,1,6,0,6,7,3,2,6,0,3,3,3,0,40
494,2010,0,REHB,330,Disability in American Society,0,48,12,29,20,1,1,0,0,0,0,0,0,0,111
495,2010,0,RLST,101,Bible as Literature,1,18,13,11,6,3,3,7,5,0,5,0,4,0,76
496,2010,0,RLST,109,Religion & Society in West II,45,42,23,5,5,3,0,1,1,0,1,0,3,0,129
497,2010,0,RLST,110,World Religions,45,260,77,69,126,26,13,17,6,3,2,1,7,3,655
498,2010,0,RLST,132,Zen,3,14,8,4,4,4,0,0,0,0,0,0,0,0,37
499,2010,0,RST,130,Foundations of Sport Mgt,0,20,24,15,50,10,5,4,1,0,1,0,1,1,132
500,2010,0,RST,199,Undergraduate Open Seminar,10,12,7,4,3,1,1,1,0,0,0,0,0,0,39
501,2010,0,RST,218,Entrepreneurship,1,11,5,4,8,4,3,6,4,0,5,1,3,1,56
502,2010,0,RST,330,Leisure and Consumer Culture,0,64,0,0,45,0,0,13,0,0,2,0,0,0,124
503,2010,0,RST,354,Legal Aspects of Sport,0,22,0,0,14,0,0,1,0,0,1,0,1,0,39
504,2010,0,RST,370,Research Methods & Analysis,12,24,7,2,4,0,1,0,0,0,0,0,0,0,50
505,2010,0,SHS,120,"Child, Comm, & Lang Ability",6,349,0,0,391,0,0,160,0,0,46,0,22,9,983
506,2010,0,SHS,121,American Sign Language I,6,36,25,14,14,4,2,2,3,1,2,0,5,0,114
507,2010,0,SHS,170,Intro Hum Comm Sys & Disorders,2,9,10,20,25,14,6,9,3,3,0,1,2,1,105
508,2010,0,SHS,200,General Phonetics,0,1,9,5,7,6,2,3,3,1,1,2,1,0,41
509,2010,0,SHS,221,American Sign Language II,15,21,20,11,6,7,3,5,0,0,3,0,1,1,93
510,2010,0,SHS,222,Lang&Culture Deaf Communities,0,48,0,0,80,0,0,11,0,0,6,0,1,0,146
511,2010,0,SHS,240,Intro Sound & Hearing Science,14,20,12,19,30,11,6,7,4,3,2,3,2,1,134
512,2010,0,SHS,430,Devel & Disorders Phonol Artic,2,19,9,4,5,4,0,0,0,0,0,0,0,0,43
513,2010,0,SOC,100,Introduction to Sociology,186,110,151,50,27,33,16,13,10,2,2,2,2,2,606
514,2010,0,SOC,200,Intro to Sociological Theory,26,16,10,18,16,10,13,12,6,0,0,4,1,1,133
515,2010,0,SOC,225,Race and Ethnicity,8,17,9,1,0,0,0,0,0,0,0,0,0,0,35
516,2010,0,SOC,280,Intro to Social Statistics,1,2,4,2,2,0,4,3,0,1,1,0,2,1,23
517,2010,0,SOC,350,Technology and Society,4,14,0,0,6,0,0,2,0,0,0,0,1,0,27
518,2010,0,SOC,380,Social Research Methods,2,21,9,3,6,7,0,0,0,0,1,0,0,0,49
519,2010,0,SOCW,200,Introduction to Social Work,17,24,32,27,18,16,14,4,3,3,0,0,0,1,159
520,2010,0,SOCW,300,Diversity: Identities & Issues,1,8,17,9,10,3,4,2,1,0,0,0,1,0,56
